fast_ema,slow_ema,breakout_window,atr_stop_mult,take_profit_mult,max_hold_bars,atr_window,train_total_return,train_profit_factor,train_payoff_ratio,train_win_rate,train_total_trades,train_max_drawdown,train_avg_hold_hours,train_hit_27pct_symbols,train_near_liq_trades,train_gt5x_trade_pct,train_pnl_share_from_gt5x,profitable_symbols,symbols_tested,profitable_symbol_ratio,centrality_distance,passed_train_gate
10,50,60,1.5,1.5,24,14,-0.13631262306603306,inf,inf,0.45852228837756026,5736,0.31253732174198867,6.302939615642279,4,0,0.019708602964271064,0.023950039749790947,5,20,0.25,5.0,False
10,50,60,1.5,1.5,48,14,-0.13981598919691934,inf,inf,0.4549290783545574,5537,0.3125959562568214,6.8697684245291315,5,0,0.021019268518364057,0.026058265565462996,6,20,0.3,4.0,False
10,50,60,1.5,1.5,72,14,-0.13713519821167683,inf,inf,0.45772222846932653,5671,0.3174586559338549,6.984921852725783,5,0,0.020439462836218537,0.025042608636712795,6,20,0.3,5.0,False
10,50,60,1.5,2.0,24,14,-0.10789084620237976,inf,inf,0.4152652097788769,5626,0.30123746326108913,7.591240142435763,4,0,0.022443582509155655,0.029829185021244882,5,20,0.25,4.5,False
10,50,60,1.5,2.0,48,14,-0.11216231923846007,inf,inf,0.4024944953398741,5220,0.30028562553055166,8.714810075999996,4,0,0.022523653100614684,0.029103964518794483,5,20,0.25,3.5,False
10,50,60,1.5,2.0,72,14,-0.108872481582027,inf,inf,0.40048154250520324,5307,0.29956086995033815,9.10273721138021,4,0,0.021640582136610926,0.026289039315599068,5,20,0.25,4.5,False
10,50,60,1.5,3.0,24,14,-0.08230387413331931,0.9617083045563997,1.8376398522462396,0.3163853620764341,5106,0.2991996417535706,10.478564984128083,4,0,0.0220508721274968,0.030338374651720228,6,20,0.3,5.5,False
10,50,60,1.5,3.0,48,14,-0.1007598779472996,0.9192980631276777,2.1023003114204593,0.2835397493045418,4999,0.30787989004468497,12.86179713735299,4,0,0.0169000500156142,0.021132184340574487,6,20,0.3,4.5,False
10,50,60,1.5,3.0,72,14,-0.09825510282394657,0.9170959782143647,2.2162489148759645,0.2737260240368557,4966,0.327587972549734,13.992945166952783,4,0,0.016709735543261255,0.020400476192481476,5,20,0.25,5.5,False
10,50,60,1.5,4.0,24,14,-0.04243045732267229,1.0075203079417039,2.0493928091560454,0.30342328329160806,4914,0.2989275439754425,11.494391709864672,3,0,0.024018607673190934,0.0297182820334225,7,20,0.35,6.5,False
10,50,60,1.5,4.0,48,14,-0.03971555411864092,1.0152794038037443,2.5338447950816203,0.26552283812991306,5031,0.3173187539530887,14.990158158194797,1,0,0.023008863633125393,0.02561463042044998,8,20,0.4,5.5,False
10,50,60,1.5,4.0,72,14,-0.04616196520198674,0.9983613327249646,2.7649716851001918,0.24662138368765726,4767,0.3294286844862063,16.70650622310028,3,0,0.01928306151129872,0.020168434680648755,6,20,0.3,6.5,False
10,50,60,2.0,1.5,24,14,-0.10158973595297582,0.9643148656896191,1.2184312029061186,0.43408562120263305,5708,0.29419951059999044,9.727171696182225,2,0,0.007964738353247462,0.010233187484820518,5,20,0.25,4.5,False
10,50,60,2.0,1.5,48,14,-0.10333852002965424,0.9734068380709392,1.2303573299827986,0.43383686943665706,5607,0.29480613031251107,11.716311551682589,2,0,0.00788362841903385,0.009487362578693256,5,20,0.25,3.5,False
10,50,60,2.0,1.5,72,14,-0.0979437791774367,0.9802877884876798,1.2486510775370139,0.4320911469723484,5551,0.2938758656016487,12.445652221675617,2,0,0.008913847558588652,0.010259745952341184,5,20,0.25,4.5,False
10,50,60,2.0,2.0,24,14,-0.08234454605308815,1.002025380348154,1.4880803138894165,0.3947775479189311,5435,0.29176477723095173,11.29175080845285,2,0,0.008611862884362538,0.011346855602026912,5,20,0.25,4.0,False
10,50,60,2.0,2.0,48,14,-0.0849334165296404,1.002957822745044,1.5807986175068467,0.38217045539802147,5440,0.29021296229347265,14.410835073293867,0,0,0.00744166534895484,0.009778510491060306,7,20,0.35,3.0,False
10,50,60,2.0,2.0,72,14,-0.07887743601898853,1.0130402881108924,1.6400067064437658,0.3756746191980676,5318,0.29395052174211733,15.88766032666627,1,0,0.008995481535697836,0.010650477511550084,7,20,0.35,4.0,False
10,50,60,2.0,3.0,24,14,-0.04554223256335132,0.9740720316181222,1.646990637910339,0.346151319072325,5078,0.2900136698894587,13.561311896338768,2,0,0.010573986681953074,0.011041642308374634,6,20,0.3,5.0,False
10,50,60,2.0,3.0,48,14,-0.03401625607650658,0.9793353446798296,1.9193044360143339,0.316205000112468,4900,0.2914263452161216,18.698575064040767,1,0,0.012954497295688011,0.01205624511368637,9,20,0.45,4.0,False
10,50,60,2.0,3.0,72,14,-0.04190651450423889,0.9639763340888432,2.107293791745606,0.2936164477893313,4660,0.29763388176695693,21.509446493726347,2,0,0.012624935026065329,0.012944362797008164,7,20,0.35,5.0,False
